Boy_Name,Girl_Name,Boy_Age,Girl_Age,Boy_FavColor,Girl_FavColor,Boy_Hobby,Girl_Hobby,Boy_FavMovieGenre,Girl_FavMovieGenre,Boy_Zodiac,Girl_Zodiac,Compatibility_Score
Daniel,Nancy,24,35,Green,Purple,Fishing,Hiking,Horror,Horror,Scorpio,Leo,88
John,Laura,36,37,Green,Green,Sports,Singing,Horror,Drama,Cancer,Aries,108
Robert,Laura,35,36,Pink,Pink,Hiking,Sports,Romance,Romance,Libra,Aries,128
Paul,Nancy,37,30,Pink,Blue,Cooking,Sports,Documentary,Sci-Fi,Pisces,Pisces,96
John,Donna,26,26,Yellow,White,Reading,Reading,Horror,Fantasy,Gemini,Aquarius,120
David,Nancy,27,32,Pink,Pink,Drawing,Gaming,Horror,Thriller,Gemini,Aquarius,110
Mark,Kimberly,18,34,Blue,Pink,Drawing,Hiking,Thriller,Comedy,Cancer,Virgo,78
John,Laura,25,31,Pink,Black,Gaming,Drawing,Fantasy,Sci-Fi,Virgo,Cancer,98
Kevin,Ashley,40,18,Green,Blue,Hiking,Gaming,Sci-Fi,Adventure,Aries,Aquarius,56
John,Laura,31,37,Yellow,Orange,Hiking,Drawing,Thriller,Fantasy,Libra,Aquarius,88
James,Jennifer,32,36,Green,Purple,Traveling,Drawing,Thriller,Thriller,Leo,Cancer,102
William,Mary,20,22,Brown,Blue,Cooking,Traveling,Sci-Fi,Adventure,Capricorn,Pisces,106
Michael,Ashley,38,18,Purple,Black,Dancing,Dancing,Fantasy,Romance,Scorpio,Libra,80
James,Karen,24,35,Black,Blue,Gaming,Hiking,Action,Fantasy,Leo,Gemini,78
Paul,Ashley,33,19,Blue,Purple,Sports,Reading,Fantasy,Action,Gemini,Capricorn,82
David,Jessica,35,27,Red,Blue,Traveling,Traveling,Horror,Romance,Virgo,Gemini,94
Joseph,Linda,30,21,White,Blue,Dancing,Dancing,Action,Romance,Cancer,Aquarius,102
Mark,Elizabeth,37,22,Orange,Red,Singing,Gaming,Comedy,Documentary,Gemini,Cancer,80
Kevin,Patricia,39,22,White,White,Traveling,Dancing,Romance,Documentary,Scorpio,Cancer,86
Michael,Elizabeth,24,37,Yellow,Purple,Hiking,Cooking,Thriller,Documentary,Scorpio,Scorpio,74
Robert,Mary,25,37,Blue,Purple,Sports,Hiking,Horror,Horror,Aries,Aquarius,96
Michael,Laura,28,40,Black,Black,Dancing,Gaming,Documentary,Horror,Gemini,Pisces,96
John,Laura,28,25,Purple,Purple,Sports,Fishing,Fantasy,Horror,Virgo,Aquarius,104
Thomas,Elizabeth,35,33,Black,Pink,Sports,Drawing,Romance,Comedy,Aquarius,Taurus,96
James,Patricia,22,30,Orange,Orange,Traveling,Fishing,Thriller,Comedy,Capricorn,Cancer,104
Thomas,Linda,31,39,Yellow,Blue,Gaming,Sports,Action,Fantasy,Taurus,Leo,94
Michael,Elizabeth,19,24,Red,Green,Gaming,Fishing,Sci-Fi,Romance,Sagittarius,Scorpio,90
Robert,Linda,18,36,Orange,Green,Singing,Traveling,Sci-Fi,Drama,Pisces,Leo,74
William,Jessica,36,19,Purple,Red,Traveling,Dancing,Sci-Fi,Romance,Gemini,Sagittarius,76
James,Jessica,18,29,Purple,Yellow,Traveling,Cooking,Horror,Horror,Taurus,Taurus,88
Steven,Patricia,20,19,Black,Green,Gaming,Drawing,Horror,Fantasy,Aries,Taurus,108
Joseph,Kimberly,40,26,White,Blue,Fishing,Fishing,Adventure,Thriller,Taurus,Gemini,82
William,Ashley,18,36,Red,Black,Dancing,Fishing,Sci-Fi,Drama,Virgo,Aquarius,74
Joseph,Sandra,32,39,Pink,Pink,Fishing,Cooking,Drama,Drama,Gemini,Virgo,106
William,Jessica,32,35,Black,Blue,Cooking,Gaming,Fantasy,Fantasy,Sagittarius,Gemini,114
Andrew,Linda,39,24,Yellow,Black,Sports,Reading,Horror,Drama,Capricorn,Aries,70
Andrew,Sandra,24,35,Orange,Brown,Cooking,Sports,Horror,Comedy,Aries,Scorpio,78
Thomas,Mary,34,38,Green,Black,Sports,Hiking,Romance,Drama,Scorpio,Leo,102
Kevin,Patricia,23,21,Purple,Brown,Cooking,Singing,Comedy,Action,Aries,Aquarius,106
William,Donna,25,25,Brown,Green,Fishing,Cooking,Sci-Fi,Action,Cancer,Gemini,100
Thomas,Donna,18,28,Brown,Black,Gaming,Drawing,Fantasy,Comedy,Leo,Cancer,80
Paul,Susan,28,23,Blue,Orange,Drawing,Hiking,Action,Comedy,Cancer,Leo,90
Steven,Lisa,19,26,Yellow,Yellow,Sports,Gaming,Action,Sci-Fi,Leo,Gemini,106
Daniel,Donna,26,26,Pink,Pink,Sports,Traveling,Documentary,Sci-Fi,Sagittarius,Gemini,110
Kevin,Karen,28,26,White,Yellow,Singing,Cooking,Comedy,Sci-Fi,Leo,Leo,106
Thomas,Nancy,19,29,Yellow,White,Cooking,Drawing,Sci-Fi,Documentary,Sagittarius,Scorpio,80
Daniel,Jessica,25,32,Black,Blue,Dancing,Fishing,Romance,Horror,Gemini,Cancer,86
Paul,Linda,36,31,Purple,Blue,Sports,Cooking,Comedy,Thriller,Virgo,Libra,100
Michael,Mary,35,31,White,Yellow,Hiking,Sports,Sci-Fi,Thriller,Sagittarius,Cancer,92
Daniel,Elizabeth,40,31,Black,Pink,Traveling,Singing,Adventure,Adventure,Capricorn,Taurus,102
Michael,Jessica,18,32,Pink,Pink,Gaming,Gaming,Thriller,Comedy,Aquarius,Virgo,92
Paul,Donna,39,40,Yellow,Blue,Singing,Sports,Comedy,Fantasy,Gemini,Capricorn,108
William,Karen,22,40,Red,Blue,Reading,Reading,Documentary,Sci-Fi,Sagittarius,Scorpio,84
James,Ashley,18,37,Yellow,Pink,Hiking,Drawing,Sci-Fi,Adventure,Scorpio,Aries,72
Daniel,Jessica,23,18,Orange,Black,Hiking,Cooking,Action,Drama,Pisces,Virgo,90
Richard,Nancy,18,22,Pink,Red,Sports,Singing,Romance,Drama,Taurus,Gemini,92
Paul,Jessica,19,33,Pink,Green,Reading,Sports,Comedy,Adventure,Leo,Aries,72
Kevin,Elizabeth,33,39,Blue,Pink,Cooking,Traveling,Horror,Sci-Fi,Libra,Aquarius,98
Kevin,Sandra,37,26,Brown,Green,Singing,Cooking,Sci-Fi,Romance,Leo,Aries,88
Joseph,Kimberly,37,19,Pink,Yellow,Reading,Fishing,Sci-Fi,Fantasy,Aries,Capricorn,74
William,Karen,28,31,Red,Yellow,Fishing,Singing,Romance,Thriller,Aries,Aries,94
William,Karen,40,32,White,White,Singing,Gaming,Drama,Adventure,Virgo,Aquarius,104
William,Patricia,39,40,Black,Yellow,Sports,Singing,Fantasy,Romance,Leo,Aries,98
Thomas,Linda,19,18,Brown,Orange,Reading,Cooking,Drama,Action,Aquarius,Virgo,98
Richard,Laura,24,25,Orange,Yellow,Gaming,Dancing,Action,Drama,Virgo,Aquarius,98
Thomas,Lisa,30,38,Blue,White,Reading,Cooking,Romance,Horror,Leo,Scorpio,94
Thomas,Mary,24,37,Purple,Purple,Hiking,Reading,Thriller,Sci-Fi,Pisces,Virgo,84
Joseph,Laura,21,27,Red,Purple,Fishing,Sports,Documentary,Horror,Taurus,Cancer,98
Steven,Lisa,31,29,Pink,Orange,Gaming,Drawing,Thriller,Horror,Leo,Aquarius,106
David,Elizabeth,32,23,Yellow,White,Dancing,Cooking,Horror,Sci-Fi,Taurus,Pisces,82
Thomas,Donna,26,31,Blue,Yellow,Fishing,Traveling,Sci-Fi,Sci-Fi,Libra,Aquarius,110
Steven,Nancy,28,26,Brown,Pink,Fishing,Singing,Romance,Thriller,Virgo,Capricorn,96
Robert,Karen,39,18,Pink,Yellow,Dancing,Traveling,Comedy,Comedy,Aries,Sagittarius,78
Mark,Jessica,18,38,Orange,Orange,Traveling,Reading,Drama,Drama,Sagittarius,Aquarius,80
Mark,Kimberly,38,25,White,White,Gaming,Drawing,Drama,Romance,Taurus,Cancer,94
Kevin,Ashley,39,28,Green,Pink,Cooking,Reading,Adventure,Action,Capricorn,Pisces,88
Andrew,Mary,23,35,Pink,Orange,Fishing,Sports,Adventure,Romance,Aquarius,Sagittarius,76
Daniel,Elizabeth,25,37,Green,Black,Gaming,Drawing,Romance,Horror,Scorpio,Aquarius,76
John,Elizabeth,24,36,Purple,Red,Gaming,Hiking,Adventure,Horror,Cancer,Virgo,86
Mark,Donna,30,22,Green,Yellow,Dancing,Fishing,Horror,Sci-Fi,Gemini,Scorpio,94
Richard,Donna,30,32,Green,Pink,Reading,Traveling,Comedy,Thriller,Capricorn,Leo,106
Mark,Linda,39,26,Yellow,Orange,Traveling,Fishing,Fantasy,Sci-Fi,Aquarius,Sagittarius,84
John,Mary,40,35,White,White,Drawing,Hiking,Action,Documentary,Aries,Libra,110
Mark,Linda,36,19,Pink,Pink,Gaming,Fishing,Thriller,Action,Virgo,Sagittarius,76
Steven,Kimberly,31,23,Purple,Yellow,Reading,Cooking,Fantasy,Adventure,Gemini,Aquarius,94
Andrew,Ashley,38,33,Red,Red,Fishing,Gaming,Thriller,Fantasy,Virgo,Cancer,100
Robert,Mary,30,24,Pink,Black,Singing,Reading,Fantasy,Sci-Fi,Virgo,Aries,88
Steven,Linda,27,21,Green,Green,Sports,Reading,Romance,Drama,Virgo,Capricorn,108
William,Donna,35,34,Pink,Green,Hiking,Drawing,Fantasy,Romance,Pisces,Sagittarius,108
Michael,Ashley,18,19,Red,Yellow,Cooking,Drawing,Comedy,Romance,Gemini,Cancer,98
Daniel,Laura,23,22,Yellow,Orange,Traveling,Fishing,Sci-Fi,Adventure,Taurus,Scorpio,98
Andrew,Elizabeth,35,21,Red,Black,Drawing,Cooking,Documentary,Documentary,Libra,Aries,92
Daniel,Mary,37,34,Purple,Orange,Traveling,Cooking,Horror,Drama,Gemini,Pisces,104
Joseph,Sandra,23,30,White,Brown,Hiking,Cooking,Thriller,Drama,Taurus,Taurus,96
Kevin,Jessica,30,19,Black,Red,Drawing,Singing,Fantasy,Action,Virgo,Virgo,88
Daniel,Ashley,40,31,Orange,Black,Dancing,Reading,Sci-Fi,Romance,Leo,Pisces,92
David,Linda,25,35,Purple,Red,Drawing,Sports,Documentary,Comedy,Cancer,Libra,80
Mark,Susan,28,35,Pink,Green,Sports,Fishing,Drama,Horror,Taurus,Taurus,86
Joseph,Kimberly,25,19,Purple,White,Fishing,Reading,Horror,Romance,Capricorn,Scorpio,88
Robert,Patricia,28,20,Black,Brown,Traveling,Hiking,Sci-Fi,Action,Sagittarius,Taurus,84
Andrew,Sandra,28,28,Yellow,Blue,Traveling,Cooking,Romance,Romance,Taurus,Sagittarius,120
Robert,Ashley,38,37,Pink,Brown,Fishing,Hiking,Horror,Thriller,Aquarius,Sagittarius,98
Robert,Kimberly,38,30,Green,Pink,Reading,Gaming,Horror,Comedy,Aquarius,Virgo,84
Paul,Donna,40,30,Purple,Brown,Cooking,Gaming,Romance,Horror,Scorpio,Sagittarius,80
Andrew,Sandra,19,40,Green,Brown,Cooking,Cooking,Horror,Documentary,Libra,Scorpio,68
Michael,Patricia,39,36,Purple,Purple,Reading,Gaming,Drama,Horror,Pisces,Aquarius,114
Robert,Laura,24,25,Green,Orange,Fishing,Cooking,Comedy,Sci-Fi,Pisces,Pisces,98
William,Mary,23,37,Orange,Purple,Singing,Singing,Romance,Documentary,Capricorn,Scorpio,82
Michael,Ashley,38,22,Red,Yellow,Cooking,Dancing,Comedy,Comedy,Libra,Sagittarius,78
John,Elizabeth,29,32,Black,Pink,Singing,Drawing,Thriller,Documentary,Aries,Leo,104
Andrew,Laura,35,35,Green,Red,Reading,Traveling,Sci-Fi,Horror,Aquarius,Scorpio,110
James,Susan,28,22,Purple,Purple,Sports,Gaming,Horror,Documentary,Scorpio,Leo,108
Robert,Kimberly,40,23,Yellow,White,Reading,Drawing,Fantasy,Horror,Taurus,Virgo,76
Mark,Kimberly,34,33,Brown,Brown,Singing,Reading,Romance,Sci-Fi,Scorpio,Aquarius,108
Kevin,Elizabeth,30,34,Brown,Orange,Gaming,Traveling,Comedy,Documentary,Scorpio,Capricorn,102
Mark,Karen,28,25,Green,White,Traveling,Cooking,Documentary,Documentary,Gemini,Scorpio,114
William,Karen,32,40,Orange,Yellow,Sports,Gaming,Thriller,Romance,Pisces,Taurus,94
Thomas,Jessica,40,33,Yellow,Orange,Reading,Drawing,Sci-Fi,Comedy,Pisces,Sagittarius,96
Robert,Ashley,33,33,Green,Purple,Cooking,Dancing,Comedy,Comedy,Scorpio,Cancer,120
Andrew,Kimberly,34,22,White,Brown,Traveling,Sports,Documentary,Adventure,Aquarius,Taurus,76
Steven,Lisa,27,36,Orange,Brown,Drawing,Fishing,Action,Fantasy,Leo,Capricorn,82
Steven,Mary,21,24,Pink,Green,Reading,Drawing,Sci-Fi,Fantasy,Leo,Libra,94
Daniel,Sandra,25,32,White,Green,Hiking,Singing,Horror,Sci-Fi,Aquarius,Leo,86
Michael,Ashley,32,40,Purple,Orange,Dancing,Singing,Documentary,Documentary,Sagittarius,Cancer,104
Andrew,Mary,20,29,Yellow,Yellow,Drawing,Hiking,Adventure,Action,Gemini,Scorpio,102
John,Sandra,24,40,Blue,Purple,Singing,Fishing,Romance,Romance,Taurus,Libra,88
Kevin,Kimberly,24,37,Red,Pink,Gaming,Traveling,Thriller,Documentary,Aries,Scorpio,74
Robert,Lisa,20,33,Blue,Orange,Drawing,Drawing,Sci-Fi,Fantasy,Scorpio,Aquarius,84
Richard,Patricia,18,31,Purple,Purple,Singing,Drawing,Romance,Drama,Libra,Aries,84
James,Donna,19,20,Red,Blue,Gaming,Hiking,Romance,Sci-Fi,Sagittarius,Sagittarius,98
Joseph,Kimberly,32,37,Purple,Orange,Dancing,Dancing,Horror,Romance,Sagittarius,Libra,100
Richard,Lisa,18,32,Brown,Blue,Drawing,Dancing,Horror,Comedy,Pisces,Leo,72
James,Lisa,20,24,Orange,White,Traveling,Drawing,Fantasy,Documentary,Sagittarius,Taurus,102
John,Patricia,18,20,Blue,Yellow,Drawing,Drawing,Thriller,Sci-Fi,Taurus,Sagittarius,116
Paul,Jessica,36,24,Blue,Brown,Drawing,Drawing,Horror,Sci-Fi,Aquarius,Aquarius,86
Steven,Susan,32,38,Brown,Yellow,Traveling,Gaming,Fantasy,Action,Scorpio,Capricorn,88
James,Kimberly,31,30,Yellow,Orange,Dancing,Dancing,Sci-Fi,Horror,Cancer,Capricorn,118
Andrew,Kimberly,21,19,Yellow,Blue,Traveling,Drawing,Thriller,Romance,Libra,Virgo,96
Robert,Jessica,25,40,Blue,Black,Singing,Fishing,Action,Romance,Libra,Pisces,80
Joseph,Linda,39,23,Green,Pink,Dancing,Reading,Sci-Fi,Thriller,Aries,Scorpio,78
Daniel,Jennifer,37,22,White,Brown,Singing,Cooking,Comedy,Romance,Capricorn,Pisces,80
Daniel,Jennifer,34,24,Red,Brown,Sports,Fishing,Comedy,Adventure,Cancer,Leo,90
Kevin,Elizabeth,35,21,Orange,Green,Traveling,Singing,Documentary,Action,Cancer,Aquarius,72
Robert,Jennifer,19,35,Orange,White,Cooking,Traveling,Sci-Fi,Thriller,Leo,Cancer,68
William,Linda,38,25,Brown,Orange,Drawing,Drawing,Romance,Sci-Fi,Pisces,Cancer,94
Paul,Lisa,19,29,Brown,Brown,Drawing,Singing,Horror,Action,Leo,Capricorn,90
Michael,Donna,19,29,Blue,Red,Cooking,Singing,Drama,Adventure,Aquarius,Leo,90
James,Mary,33,23,Yellow,Yellow,Cooking,Traveling,Action,Horror,Pisces,Libra,90
David,Elizabeth,19,25,Red,Green,Cooking,Gaming,Documentary,Documentary,Aquarius,Scorpio,98
John,Patricia,28,32,Yellow,Yellow,Fishing,Dancing,Comedy,Drama,Aries,Virgo,102
Paul,Lisa,33,39,Yellow,Blue,Traveling,Reading,Drama,Thriller,Leo,Scorpio,88
Thomas,Donna,21,33,Orange,Green,Drawing,Sports,Action,Adventure,Gemini,Aquarius,86
Steven,Lisa,26,26,Black,Orange,Sports,Gaming,Fantasy,Horror,Gemini,Virgo,100
Kevin,Patricia,19,21,Brown,Green,Singing,Fishing,Romance,Horror,Gemini,Cancer,106
Michael,Nancy,40,37,Pink,Pink,Dancing,Fishing,Horror,Comedy,Aries,Libra,114
Kevin,Karen,18,38,Blue,Red,Drawing,Gaming,Romance,Fantasy,Scorpio,Virgo,60
Thomas,Ashley,28,30,Red,White,Gaming,Fishing,Thriller,Comedy,Scorpio,Libra,106
Kevin,Patricia,38,26,Brown,Orange,Cooking,Cooking,Romance,Adventure,Cancer,Virgo,96
Andrew,Kimberly,30,19,Purple,White,Reading,Reading,Fantasy,Documentary,Scorpio,Capricorn,88
John,Elizabeth,20,33,Green,Purple,Fishing,Sports,Horror,Horror,Taurus,Aquarius,84
Andrew,Laura,27,31,Purple,Green,Gaming,Drawing,Thriller,Romance,Gemini,Aries,102
David,Mary,20,21,Yellow,Pink,Singing,Hiking,Romance,Thriller,Libra,Gemini,108
Steven,Elizabeth,38,34,Green,White,Singing,Fishing,Romance,Thriller,Cancer,Virgo,92
Paul,Karen,38,31,Green,Pink,Hiking,Singing,Adventure,Thriller,Scorpio,Taurus,96
James,Kimberly,30,34,Blue,Yellow,Cooking,Hiking,Sci-Fi,Adventure,Pisces,Pisces,92
William,Linda,28,30,Purple,Red,Singing,Gaming,Comedy,Drama,Scorpio,Gemini,96
Kevin,Karen,26,19,Black,Orange,Traveling,Drawing,Comedy,Horror,Pisces,Scorpio,96
Daniel,Nancy,24,37,Black,Black,Fishing,Gaming,Adventure,Documentary,Aquarius,Capricorn,94
Kevin,Donna,40,19,Pink,Orange,Dancing,Gaming,Fantasy,Thriller,Aquarius,Sagittarius,58
Richard,Sandra,26,24,Purple,Green,Dancing,Gaming,Documentary,Drama,Pisces,Scorpio,96
Mark,Linda,27,34,Red,Yellow,Drawing,Singing,Thriller,Horror,Aquarius,Libra,96
Joseph,Susan,33,25,Brown,Brown,Fishing,Fishing,Sci-Fi,Documentary,Cancer,Leo,114
Paul,Mary,20,36,Purple,White,Traveling,Singing,Comedy,Thriller,Cancer,Cancer,78
Paul,Ashley,24,18,Red,Brown,Reading,Sports,Romance,Adventure,Virgo,Capricorn,88
James,Karen,35,26,Yellow,Blue,Traveling,Dancing,Thriller,Comedy,Aquarius,Libra,82
Joseph,Nancy,29,21,Green,White,Hiking,Drawing,Comedy,Horror,Virgo,Aquarius,94
Kevin,Elizabeth,38,36,Green,Black,Dancing,Sports,Thriller,Fantasy,Scorpio,Libra,106
James,Ashley,40,27,Brown,Red,Drawing,Cooking,Comedy,Drama,Scorpio,Leo,74
Thomas,Donna,25,31,Yellow,Yellow,Drawing,Cooking,Horror,Action,Aries,Scorpio,108
John,Lisa,25,37,Brown,White,Cooking,Sports,Drama,Documentary,Pisces,Leo,76
Robert,Patricia,39,39,White,Purple,Cooking,Sports,Sci-Fi,Romance,Scorpio,Libra,100
Mark,Jessica,22,28,Red,Pink,Cooking,Sports,Documentary,Adventure,Gemini,Sagittarius,98
Richard,Mary,28,36,Green,Blue,Reading,Fishing,Thriller,Action,Capricorn,Scorpio,94
John,Donna,18,20,Yellow,Pink,Dancing,Reading,Action,Fantasy,Leo,Sagittarius,106
Thomas,Elizabeth,27,40,Blue,Brown,Singing,Fishing,Thriller,Documentary,Aries,Gemini,74
William,Lisa,26,33,Brown,Blue,Dancing,Fishing,Documentary,Documentary,Pisces,Libra,96
Joseph,Laura,33,31,Purple,Pink,Gaming,Dancing,Sci-Fi,Horror,Sagittarius,Capricorn,96
James,Jennifer,36,39,Black,Green,Reading,Hiking,Thriller,Fantasy,Capricorn,Taurus,104
John,Nancy,38,20,Black,Orange,Dancing,Dancing,Fantasy,Drama,Libra,Scorpio,74
John,Elizabeth,21,35,Brown,Brown,Fishing,Cooking,Thriller,Thriller,Aquarius,Pisces,92
Kevin,Elizabeth,20,23,Red,Pink,Traveling,Fishing,Comedy,Sci-Fi,Capricorn,Scorpio,94
David,Karen,27,18,Purple,Blue,Hiking,Reading,Sci-Fi,Horror,Leo,Aries,92
Kevin,Elizabeth,25,28,Blue,Orange,Cooking,Gaming,Comedy,Romance,Aries,Leo,104
Daniel,Linda,20,33,Purple,Black,Drawing,Dancing,Sci-Fi,Fantasy,Aries,Capricorn,74
Daniel,Kimberly,31,35,Black,Blue,Singing,Sports,Horror,Documentary,Aquarius,Cancer,92
Andrew,Lisa,27,19,Pink,Orange,Dancing,Reading,Fantasy,Sci-Fi,Taurus,Virgo,84
Andrew,Linda,34,39,Blue,Blue,Drawing,Dancing,Thriller,Thriller,Virgo,Aquarius,110
Richard,Lisa,39,25,Green,Brown,Gaming,Gaming,Romance,Horror,Scorpio,Sagittarius,92
James,Patricia,19,29,Brown,Orange,Drawing,Fishing,Fantasy,Horror,Libra,Cancer,90
Joseph,Donna,40,19,Black,Blue,Gaming,Singing,Comedy,Action,Pisces,Cancer,68
Steven,Sandra,38,31,Orange,Blue,Traveling,Singing,Thriller,Sci-Fi,Aquarius,Pisces,86
Andrew,Susan,38,21,Red,Black,Drawing,Singing,Action,Action,Sagittarius,Leo,86
John,Susan,27,18,Blue,Brown,Hiking,Fishing,Fantasy,Thriller,Sagittarius,Aries,92
William,Jennifer,21,39,Blue,Red,Reading,Sports,Action,Drama,Cancer,Pisces,74
David,Mary,40,24,Brown,Red,Traveling,Gaming,Thriller,Romance,Pisces,Cancer,78
Daniel,Sandra,34,29,Orange,Brown,Dancing,Gaming,Romance,Fantasy,Aquarius,Cancer,100
Steven,Laura,38,22,Red,Orange,Dancing,Gaming,Drama,Sci-Fi,Pisces,Pisces,68
William,Donna,32,20,Brown,Brown,Hiking,Cooking,Drama,Romance,Aries,Virgo,96
Andrew,Sandra,37,23,Green,Black,Reading,Sports,Adventure,Horror,Cancer,Leo,72
William,Laura,22,30,Green,Red,Singing,Drawing,Romance,Adventure,Libra,Leo,84
Joseph,Karen,21,40,Green,Brown,Singing,Gaming,Documentary,Comedy,Aquarius,Virgo,62
Daniel,Laura,40,19,Yellow,Purple,Singing,Hiking,Thriller,Thriller,Gemini,Scorpio,78
Andrew,Linda,29,26,Orange,Green,Singing,Dancing,Documentary,Romance,Aquarius,Pisces,104
Mark,Ashley,33,27,Orange,Purple,Sports,Hiking,Adventure,Comedy,Leo,Gemini,98
John,Susan,31,36,Blue,Blue,Gaming,Hiking,Drama,Documentary,Aries,Scorpio,110
Robert,Susan,27,39,Red,Yellow,Dancing,Fishing,Romance,Thriller,Libra,Libra,86
Michael,Jennifer,20,24,Blue,Yellow,Dancing,Singing,Sci-Fi,Comedy,Scorpio,Taurus,92
Robert,Jennifer,36,39,Purple,Green,Hiking,Gaming,Comedy,Horror,Virgo,Taurus,94
John,Sandra,27,24,Blue,Purple,Singing,Gaming,Horror,Sci-Fi,Capricorn,Pisces,94
David,Susan,30,28,Brown,Blue,Fishing,Fishing,Action,Drama,Aries,Virgo,116
Steven,Nancy,38,27,Orange,Orange,Cooking,Singing,Horror,Drama,Capricorn,Taurus,98
Richard,Linda,28,19,Green,Red,Reading,Fishing,Comedy,Documentary,Taurus,Sagittarius,82
Robert,Donna,25,29,Purple,Blue,Hiking,Sports,Romance,Sci-Fi,Aries,Pisces,92
Andrew,Jennifer,24,39,Red,Red,Reading,Sports,Fantasy,Action,Leo,Sagittarius,80
Mark,Mary,18,22,Black,White,Drawing,Hiking,Adventure,Romance,Libra,Gemini,92
Andrew,Linda,28,38,Black,Orange,Sports,Fishing,Fantasy,Comedy,Capricorn,Libra,80
Andrew,Susan,21,30,Pink,White,Traveling,Dancing,Drama,Action,Cancer,Gemini,92
Joseph,Patricia,19,35,Purple,Red,Traveling,Singing,Adventure,Fantasy,Leo,Virgo,68
Michael,Kimberly,32,29,Brown,Pink,Hiking,Sports,Sci-Fi,Comedy,Sagittarius,Aries,94
Thomas,Kimberly,39,26,Orange,Brown,Traveling,Drawing,Romance,Comedy,Aquarius,Pisces,84
Joseph,Mary,21,19,Brown,Red,Gaming,Traveling,Sci-Fi,Horror,Leo,Scorpio,106
James,Jessica,21,20,Blue,Blue,Reading,Singing,Fantasy,Drama,Gemini,Aquarius,118
Paul,Jessica,21,21,Yellow,Red,Drawing,Dancing,Romance,Comedy,Sagittarius,Leo,110
Kevin,Mary,36,38,White,Yellow,Traveling,Reading,Documentary,Documentary,Taurus,Virgo,106
Mark,Elizabeth,23,37,Orange,Green,Traveling,Dancing,Action,Documentary,Pisces,Taurus,82
John,Linda,37,36,Red,Green,Gaming,Drawing,Drama,Drama,Aquarius,Aries,118
Robert,Jessica,27,23,Green,Pink,Hiking,Traveling,Sci-Fi,Fantasy,Libra,Virgo,102
Mark,Laura,38,19,Purple,Orange,Drawing,Sports,Sci-Fi,Romance,Capricorn,Gemini,72
Mark,Donna,32,20,Orange,White,Hiking,Singing,Fantasy,Adventure,Aquarius,Capricorn,76
James,Mary,40,31,Blue,Black,Traveling,Sports,Comedy,Drama,Scorpio,Scorpio,92
Joseph,Jennifer,37,21,Yellow,White,Singing,Reading,Drama,Romance,Sagittarius,Gemini,78
Thomas,Linda,39,32,Green,Brown,Hiking,Drawing,Comedy,Action,Aquarius,Scorpio,96
James,Patricia,25,36,Red,Green,Fishing,Fishing,Thriller,Drama,Aquarius,Cancer,98
James,Nancy,33,36,Purple,Brown,Drawing,Drawing,Drama,Sci-Fi,Aquarius,Virgo,104
Kevin,Linda,22,23,Yellow,Blue,Fishing,Singing,Adventure,Horror,Cancer,Pisces,98
David,Elizabeth,24,27,White,Blue,Drawing,Reading,Action,Drama,Pisces,Capricorn,94
Kevin,Donna,40,38,Yellow,Pink,Sports,Hiking,Horror,Sci-Fi,Scorpio,Aries,96
Robert,Sandra,31,20,Black,Green,Traveling,Drawing,Documentary,Drama,Virgo,Capricorn,78
Michael,Susan,25,22,Black,Black,Drawing,Hiking,Comedy,Horror,Aries,Leo,114
Mark,Jessica,23,34,Red,White,Sports,Cooking,Sci-Fi,Comedy,Scorpio,Scorpio,88
Andrew,Jennifer,35,25,Blue,Yellow,Reading,Fishing,Action,Action,Libra,Libra,100
Andrew,Susan,32,34,Purple,Orange,Singing,Fishing,Documentary,Sci-Fi,Cancer,Capricorn,96
Daniel,Kimberly,30,38,Pink,Brown,Hiking,Reading,Fantasy,Fantasy,Sagittarius,Pisces,94
Kevin,Jennifer,20,38,Black,Orange,Gaming,Dancing,Sci-Fi,Adventure,Sagittarius,Libra,64
Robert,Jessica,27,27,Brown,Pink,Cooking,Fishing,Adventure,Drama,Aries,Libra,100
Steven,Lisa,18,31,Orange,Black,Dancing,Singing,Horror,Action,Pisces,Capricorn,84
Michael,Jessica,37,26,White,Orange,Hiking,Dancing,Comedy,Drama,Scorpio,Aries,78
Steven,Donna,18,23,Red,Black,Dancing,Hiking,Fantasy,Comedy,Taurus,Virgo,100
Mark,Jennifer,31,32,Yellow,Pink,Dancing,Dancing,Romance,Fantasy,Gemini,Taurus,108
William,Karen,38,21,White,Blue,Reading,Fishing,Drama,Comedy,Sagittarius,Aquarius,66
Andrew,Donna,36,38,Blue,Purple,Sports,Reading,Romance,Action,Libra,Libra,96
Michael,Linda,39,21,White,Green,Hiking,Fishing,Thriller,Sci-Fi,Virgo,Sagittarius,64
Kevin,Lisa,39,39,Red,Orange,Reading,Cooking,Documentary,Comedy,Virgo,Aries,110
Mark,Lisa,27,29,Blue,Brown,Cooking,Reading,Thriller,Drama,Scorpio,Leo,106
John,Lisa,37,32,Pink,Pink,Reading,Gaming,Comedy,Sci-Fi,Aries,Pisces,100
Robert,Nancy,25,39,Blue,Orange,Gaming,Gaming,Adventure,Adventure,Pisces,Scorpio,92
John,Patricia,33,27,Red,White,Sports,Fishing,Romance,Documentary,Virgo,Aries,98
